Check failed for (fp128): alpha = -6.276902121872406890448361479792446694e+00; beta = -1.569225530468101722612090369948111674e+00; diff = 9.860761315262647567646607066034827871e-32; -999/1000
Check failed for (fp128): alpha = 3.989822670059037412847557096764968661e+00; beta = 9.974556675147593532118892741912421652e-01; diff = 4.333342374871280669375950370816086467e-34; 635/1000
Check failed for (fp128): alpha = 3.996105855366216999324482383531527561e+00; beta = 9.990264638415542498311205958828818904e-01; diff = 3.370377402677662742847961399523622807e-34; 636/1000
Check failed for (fp128): alpha = 4.014955411287755758755258243831204649e+00; beta = 1.003738852821938939688814560957801162e+00; diff = 4.333342374871280669375950370816086467e-34; 639/1000
Check failed for (fp128): alpha = 4.021238596594935345232183530597763550e+00; beta = 1.005309649148733836308045882649440887e+00; diff = 3.851859888774471706111955885169854637e-34; 640/1000
Check failed for (fp128): alpha = 4.027521781902114931709108817364322451e+00; beta = 1.006880445475528732927277204341080613e+00; diff = 6.740754805355325485695922799047245615e-34; 641/1000
Check failed for (fp128): alpha = 4.033804967209294518186034104130881352e+00; beta = 1.008451241802323629546508526032720338e+00; diff = 4.814824860968089632639944856462318296e-34; 642/1000
Check failed for (fp128): alpha = 4.040088152516474104662959390897440252e+00; beta = 1.010022038129118526165739847724360063e+00; diff = 5.777789833161707559167933827754781956e-34; 643/1000
Check failed for (fp128): alpha = 4.077787264359551623524511111496795198e+00; beta = 1.019446816089887905881127777874198800e+00; diff = 6.259272319258516522431928313401013785e-34; 649/1000
Check failed for (fp128): alpha = 4.084070449666731210001436398263354099e+00; beta = 1.021017612416682802500359099565838525e+00; diff = 7.222237291452134448959917284693477445e-34; 650/1000
Check failed for (fp128): alpha = 4.090353634973910796478361685029913000e+00; beta = 1.022588408743477699119590421257478250e+00; diff = 5.055566104016494114271942099285434211e-34; 651/1000
Check failed for (fp128): alpha = 4.096636820281090382955286971796471901e+00; beta = 1.024159205070272595738821742949117975e+00; diff = 5.537048590113303077535936584931666041e-34; 652/1000
Check failed for (fp128): alpha = 4.102920005588269969432212258563030801e+00; beta = 1.025730001397067492358053064640757700e+00; diff = 6.018531076210112040799931070577897870e-34; 653/1000
Check failed for (fp128): alpha = 4.109203190895449555909137545329589702e+00; beta = 1.027300797723862388977284386332397426e+00; diff = 6.259272319258516522431928313401013785e-34; 654/1000
Check failed for (fp128): alpha = 4.115486376202629142386062832096148603e+00; beta = 1.028871594050657285596515708024037151e+00; diff = 5.777789833161707559167933827754781956e-34; 655/1000
Check failed for (fp128): alpha = 4.121769561509808728862988118862707504e+00; beta = 1.030442390377452182215747029715676876e+00; diff = 6.500013562306921004063925556224129700e-34; 656/1000
Check failed for (fp128): alpha = 4.128052746816988315339913405629266405e+00; beta = 1.032013186704247078834978351407316601e+00; diff = 5.537048590113303077535936584931666041e-34; 657/1000
Check failed for (fp128): alpha = 4.134335932124167901816838692395825306e+00; beta = 1.033583983031041975454209673098956326e+00; diff = 6.259272319258516522431928313401013785e-34; 658/1000
Check failed for (fp128): alpha = 4.178318229274425007155315699761739152e+00; beta = 1.044579557318606251788828924940434788e+00; diff = 7.252329946833185009163916940046366934e-34; 665/1000
Check failed for (fp128): alpha = 4.184601414581604593632240986528298053e+00; beta = 1.046150353645401148408060246632074513e+00; diff = 6.710662149974274925491923143694356126e-34; 666/1000
Check failed for (fp128): alpha = 4.190884599888784180109166273294856954e+00; beta = 1.047721149972196045027291568323714238e+00; diff = 7.357654240666861969877915733781480147e-34; 667/1000
Check failed for (fp128): alpha = 4.197167785195963766586091560061415855e+00; beta = 1.049291946298990941646522890015353964e+00; diff = 7.733812432929993972427911425692598764e-34; 668/1000
Check failed for (fp128): alpha = 4.203450970503143353063016846827974755e+00; beta = 1.050862742625785838265754211706993689e+00; diff = 8.125016952883651255079906945280162125e-34; 669/1000
Check failed for (fp128): alpha = 4.209734155810322939539942133594533656e+00; beta = 1.052433538952580734884985533398633414e+00; diff = 8.305572885169954616303904877397499061e-34; 670/1000
Check failed for (fp128): alpha = 4.216017341117502526016867420361092557e+00; beta = 1.054004335279375631504216855090273139e+00; diff = 8.064831642121550134671907634574383146e-34; 671/1000
Check failed for (fp128): alpha = 4.222300526424682112493792707127651458e+00; beta = 1.055575131606170528123448176781912864e+00; diff = 9.509279100411977024463891091513078635e-34; 672/1000
Check failed for (fp128): alpha = 4.228583711731861698970717993894210359e+00; beta = 1.057145927932965424742679498473552590e+00; diff = 7.703719777548943412223911770339709274e-34; 673/1000
Check failed for (fp128): alpha = 4.234866897039041285447643280660769259e+00; beta = 1.058716724259760321361910820165192315e+00; diff = 7.703719777548943412223911770339709274e-34; 674/1000
Check failed for (fp128): alpha = 4.272566008882118804309195001260124205e+00; beta = 1.068141502220529701077298750315031051e+00; diff = 1.011113220803298822854388419857086842e-33; 680/1000
Check failed for (fp128): alpha = 4.278849194189298390786120288026683106e+00; beta = 1.069712298547324597696530072006670776e+00; diff = 7.222237291452134448959917284693477445e-34; 681/1000
Check failed for (fp128): alpha = 4.285132379496477977263045574793242007e+00; beta = 1.071283094874119494315761393698310502e+00; diff = 9.148167235839370302015895227278404763e-34; 682/1000
Check failed for (fp128): alpha = 4.291415564803657563739970861559800908e+00; beta = 1.072853891200914390934992715389950227e+00; diff = 9.629649721936179265279889712924636593e-34; 683/1000
Check failed for (fp128): alpha = 4.297698750110837150216896148326359808e+00; beta = 1.074424687527709287554224037081589952e+00; diff = 8.185202263645752375487906255985941104e-34; 684/1000
Check failed for (fp128): alpha = 4.303981935418016736693821435092919480e+00; beta = 1.075995483854504184173455358773229870e+00; diff = 1.925929944387235853055977942584927319e-34; 685/1000
Check failed for (fp128): alpha = 4.322831491339555496124597295392595412e+00; beta = 1.080707872834888874031149323848148853e+00; diff = 1.059261469412979719180787868421710025e-33; 688/1000
Check failed for (fp128): alpha = 4.329114676646735082601522582159154313e+00; beta = 1.082278669161683770650380645539788578e+00; diff = 1.059261469412979719180787868421710025e-33; 689/1000
Check failed for (fp128): alpha = 4.335397861953914669078447868925713213e+00; beta = 1.083849465488478667269611967231428303e+00; diff = 1.348150961071065097139184559809449123e-33; 690/1000
Check failed for (fp128): alpha = 4.341681047261094255555373155692272885e+00; beta = 1.085420261815273563888843288923068221e+00; diff = 1.925929944387235853055977942584927319e-34; 691/1000
Check failed for (fp128): alpha = 4.360530603182633014986149015991949587e+00; beta = 1.090132650795658253746537253997987397e+00; diff = 1.925929944387235853055977942584927319e-34; 694/1000
Check failed for (fp128): alpha = 4.373096973796992187939999589525068159e+00; beta = 1.093274243449248046984999897381267040e+00; diff = 1.444447458290426889791983456938695489e-33; 696/1000
Check failed for (fp128): alpha = 4.379380159104171774416924876291627060e+00; beta = 1.094845039776042943604231219072906765e+00; diff = 1.251854463851703304486385662680202757e-33; 697/1000
Check failed for (fp128): alpha = 4.385663344411351360893850163058185961e+00; beta = 1.096415836102837840223462540764546490e+00; diff = 1.348150961071065097139184559809449123e-33; 698/1000
Check failed for (fp128): alpha = 4.391946529718530947370775449824744862e+00; beta = 1.097986632429632736842693862456186215e+00; diff = 1.348150961071065097139184559809449123e-33; 699/1000
Check failed for (fp128): alpha = 4.398229715025710533847700736591303762e+00; beta = 1.099557428756427633461925184147825941e+00; diff = 1.155557966632341511833586765550956391e-33; 700/1000
Check failed for (fp128): alpha = 4.417079270947249293278476596890981235e+00; beta = 1.104269817736812323319619149222745309e+00; diff = 1.925929944387235853055977942584927319e-34; 703/1000
Check failed for (fp128): alpha = 4.423362456254428879755401883657540136e+00; beta = 1.105840614063607219938850470914385034e+00; diff = 3.851859888774471706111955885169854637e-34; 704/1000
Check failed for (fp128): alpha = 4.435928826868788052709252457190657938e+00; beta = 1.108982206717197013177313114297664484e+00; diff = 3.851859888774471706111955885169854637e-34; 706/1000
Check failed for (fp128): alpha = 4.442212012175967639186177743957216839e+00; beta = 1.110553003043991909796544435989304210e+00; diff = 3.851859888774471706111955885169854637e-34; 707/1000
Check failed for (fp128): alpha = 4.461061568097506398616953604256893541e+00; beta = 1.115265392024376599654238401064223385e+00; diff = 1.925929944387235853055977942584927319e-34; 710/1000
Check failed for (fp128): alpha = 4.467344753404685985093878891023453212e+00; beta = 1.116836188351171496273469722755863303e+00; diff = 1.925929944387235853055977942584927319e-33; 711/1000
Check failed for (fp128): alpha = 4.473627938711865571570804177790012113e+00; beta = 1.118406984677966392892701044447503028e+00; diff = 1.540743955509788682444782354067941855e-33; 712/1000
Check failed for (fp128): alpha = 4.479911124019045158047729464556571014e+00; beta = 1.119977781004761289511932366139142753e+00; diff = 1.540743955509788682444782354067941855e-33; 713/1000
Check failed for (fp128): alpha = 4.486194309326224744524654751323129915e+00; beta = 1.121548577331556186131163687830782479e+00; diff = 1.925929944387235853055977942584927319e-33; 714/1000
Check failed for (fp128): alpha = 4.492477494633404331001580038089688816e+00; beta = 1.123119373658351082750395009522422204e+00; diff = 1.925929944387235853055977942584927319e-33; 715/1000
Check failed for (fp128): alpha = 4.498760679940583917478505324856247716e+00; beta = 1.124690169985145979369626331214061929e+00; diff = 1.925929944387235853055977942584927319e-33; 716/1000
Check failed for (fp128): alpha = 4.505043865247763503955430611622807388e+00; beta = 1.126260966311940875988857652905701847e+00; diff = 7.703719777548943412223911770339709274e-34; 717/1000
Check failed for (fp128): alpha = 4.511327050554943090432355898389366288e+00; beta = 1.127831762638735772608088974597341572e+00; diff = 3.851859888774471706111955885169854637e-34; 718/1000
Check failed for (fp128): alpha = 4.530176606476481849863131758689042991e+00; beta = 1.132544151619120462465782939672260748e+00; diff = 7.703719777548943412223911770339709274e-34; 721/1000
Check failed for (fp128): alpha = 4.536459791783661436340057045455601892e+00; beta = 1.134114947945915359085014261363900473e+00; diff = 7.703719777548943412223911770339709274e-34; 722/1000
Check failed for (fp128): alpha = 4.542742977090841022816982332222160792e+00; beta = 1.135685744272710255704245583055540198e+00; diff = 3.851859888774471706111955885169854637e-34; 723/1000
Check failed for (fp128): alpha = 4.567875718319559368724683479288397166e+00; beta = 1.141968929579889842181170869822099292e+00; diff = 3.081487911019577364889564708135883710e-33; 727/1000
Check failed for (fp128): alpha = 4.574158903626738955201608766054956067e+00; beta = 1.143539725906684738800402191513739017e+00; diff = 3.081487911019577364889564708135883710e-33; 728/1000
Check failed for (fp128): alpha = 4.580442088933918541678534052821514968e+00; beta = 1.145110522233479635419633513205378742e+00; diff = 2.311115933264683023667173531101912782e-33; 729/1000
Check failed for (fp128): alpha = 4.586725274241098128155459339588073869e+00; beta = 1.146681318560274532038864834897018467e+00; diff = 3.081487911019577364889564708135883710e-33; 730/1000
Check failed for (fp128): alpha = 4.593008459548277714632384626354632769e+00; beta = 1.148252114887069428658096156588658192e+00; diff = 3.851859888774471706111955885169854637e-33; 731/1000
Check failed for (fp128): alpha = 4.611858015469816474063160486654310242e+00; beta = 1.152964503867454118515790121663577561e+00; diff = 7.703719777548943412223911770339709274e-34; 734/1000
Check failed for (fp128): alpha = 4.630707571391355233493936346953987715e+00; beta = 1.157676892847838808373484086738496929e+00; diff = 7.703719777548943412223911770339709274e-33; 737/1000
Check failed for (fp128): alpha = 4.636990756698534819970861633720546616e+00; beta = 1.159247689174633704992715408430136654e+00; diff = 6.162975822039154729779129416271767419e-33; 738/1000
Check failed for (fp128): alpha = 4.643273942005714406447786920487105517e+00; beta = 1.160818485501428601611946730121776379e+00; diff = 6.162975822039154729779129416271767419e-33; 739/1000
Check failed for (fp128): alpha = 4.649557127312893992924712207253664418e+00; beta = 1.162389281828223498231178051813416104e+00; diff = 7.703719777548943412223911770339709274e-33; 740/1000
Check failed for (fp128): alpha = 4.655840312620073579401637494020223318e+00; beta = 1.163960078155018394850409373505055830e+00; diff = 9.244463733058732094668694124407651129e-33; 741/1000
Check failed for (fp128): alpha = 4.662123497927253165878562780786782219e+00; beta = 1.165530874481813291469640695196695555e+00; diff = 6.162975822039154729779129416271767419e-33; 742/1000
Check failed for (fp128): alpha = 4.668406683234432752355488067553341120e+00; beta = 1.167101670808608188088872016888335280e+00; diff = 9.244463733058732094668694124407651129e-33; 743/1000
Check failed for (fp128): alpha = 4.674689868541612338832413354319900021e+00; beta = 1.168672467135403084708103338579975005e+00; diff = 9.244463733058732094668694124407651129e-33; 744/1000
Check failed for (fp128): alpha = 4.680973053848791925309338641086458922e+00; beta = 1.170243263462197981327334660271614730e+00; diff = 2.157041537713704155422695295695118597e-32; 745/1000
Check failed for (fp128): alpha = 4.687256239155971511786263927853017823e+00; beta = 1.171814059788992877946565981963254456e+00; diff = 2.465190328815661891911651766508706968e-32; 746/1000
Check failed for (fp128): alpha = 4.693539424463151098263189214619576723e+00; beta = 1.173384856115787774565797303654894181e+00; diff = 1.848892746611746418933738824881530226e-32; 747/1000
Check failed for (fp128): alpha = 4.712388980384689857693965074919254196e+00; beta = 1.178097245096172464423491268729813549e+00; diff = 1.000000000000000000000000000000000000e+00; 750/1000
Check failed for (fp128): alpha = 4.731238536306228617124740935218931669e+00; beta = 1.182809634076557154281185233804732917e+00; diff = 1.232595164407830945955825883254353484e-32; 753/1000
Check failed for (fp128): alpha = 4.737521721613408203601666221985490570e+00; beta = 1.184380430403352050900416555496372642e+00; diff = 1.848892746611746418933738824881530226e-32; 754/1000
Check failed for (fp128): alpha = 4.743804906920587790078591508752049471e+00; beta = 1.185951226730146947519647877188012368e+00; diff = 1.848892746611746418933738824881530226e-32; 755/1000
Check failed for (fp128): alpha = 4.750088092227767376555516795518608372e+00; beta = 1.187522023056941844138879198879652093e+00; diff = 1.540743955509788682444782354067941855e-32; 756/1000
Check failed for (fp128): alpha = 4.756371277534946963032442082285167272e+00; beta = 1.189092819383736740758110520571291818e+00; diff = 1.540743955509788682444782354067941855e-32; 757/1000
Check failed for (fp128): alpha = 4.762654462842126549509367369051726173e+00; beta = 1.190663615710531637377341842262931543e+00; diff = 1.232595164407830945955825883254353484e-32; 758/1000
Check failed for (fp128): alpha = 4.768937648149306135986292655818285074e+00; beta = 1.192234412037326533996573163954571269e+00; diff = 9.244463733058732094668694124407651129e-33; 759/1000
Check failed for (fp128): alpha = 4.775220833456485722463217942584843975e+00; beta = 1.193805208364121430615804485646210994e+00; diff = 1.232595164407830945955825883254353484e-32; 760/1000
Check failed for (fp128): alpha = 4.781504018763665308940143229351402876e+00; beta = 1.195376004690916327235035807337850719e+00; diff = 9.244463733058732094668694124407651129e-33; 761/1000
Check failed for (fp128): alpha = 4.787787204070844895417068516117961776e+00; beta = 1.196946801017711223854267129029490444e+00; diff = 6.162975822039154729779129416271767419e-33; 762/1000
Check failed for (fp128): alpha = 4.794070389378024481893993802884520677e+00; beta = 1.198517597344506120473498450721130169e+00; diff = 4.622231866529366047334347062203825564e-33; 763/1000
Check failed for (fp128): alpha = 4.800353574685204068370919089651080349e+00; beta = 1.200088393671301017092729772412770087e+00; diff = 1.540743955509788682444782354067941855e-33; 764/1000
Check failed for (fp128): alpha = 4.806636759992383654847844376417639249e+00; beta = 1.201659189998095913711961094104409812e+00; diff = 1.540743955509788682444782354067941855e-33; 765/1000
Check failed for (fp128): alpha = 4.819203130606742827801694949950757051e+00; beta = 1.204800782651685706950423737487689263e+00; diff = 1.540743955509788682444782354067941855e-33; 767/1000
Check failed for (fp128): alpha = 4.831769501221102000755545523483875623e+00; beta = 1.207942375305275500188886380870968906e+00; diff = 3.081487911019577364889564708135883710e-33; 769/1000
Check failed for (fp128): alpha = 4.838052686528281587232470810250434524e+00; beta = 1.209513171632070396808117702562608631e+00; diff = 3.081487911019577364889564708135883710e-33; 770/1000
Check failed for (fp128): alpha = 4.844335871835461173709396097016993425e+00; beta = 1.211083967958865293427349024254248356e+00; diff = 4.622231866529366047334347062203825564e-33; 771/1000
Check failed for (fp128): alpha = 4.850619057142640760186321383783552325e+00; beta = 1.212654764285660190046580345945888081e+00; diff = 3.081487911019577364889564708135883710e-33; 772/1000
Check failed for (fp128): alpha = 4.856902242449820346663246670550111226e+00; beta = 1.214225560612455086665811667637527807e+00; diff = 4.622231866529366047334347062203825564e-33; 773/1000
Check failed for (fp128): alpha = 4.888318168985718279047873104382906501e+00; beta = 1.222079542246429569761968276095726625e+00; diff = 1.540743955509788682444782354067941855e-33; 778/1000
Check failed for (fp128): alpha = 4.900884539600077452001723677916024302e+00; beta = 1.225221134900019363000430919479006076e+00; diff = 1.540743955509788682444782354067941855e-33; 780/1000
Check failed for (fp128): alpha = 4.907167724907257038478648964682583203e+00; beta = 1.226791931226814259619662241170645801e+00; diff = 7.703719777548943412223911770339709274e-34; 781/1000
Check failed for (fp128): alpha = 4.919734095521616211432499538215701005e+00; beta = 1.229933523880404052858124884553925251e+00; diff = 1.540743955509788682444782354067941855e-33; 783/1000
Check failed for (fp128): alpha = 4.926017280828795797909424824982260676e+00; beta = 1.231504320207198949477356206245565169e+00; diff = 3.851859888774471706111955885169854637e-33; 784/1000
Check failed for (fp128): alpha = 4.932300466135975384386350111748819577e+00; beta = 1.233075116533993846096587527937204894e+00; diff = 2.311115933264683023667173531101912782e-33; 785/1000
Check failed for (fp128): alpha = 4.938583651443154970863275398515378478e+00; beta = 1.234645912860788742715818849628844619e+00; diff = 3.081487911019577364889564708135883710e-33; 786/1000
Check failed for (fp128): alpha = 4.944866836750334557340200685281937379e+00; beta = 1.236216709187583639335050171320484345e+00; diff = 1.540743955509788682444782354067941855e-33; 787/1000
Check failed for (fp128): alpha = 4.951150022057514143817125972048496279e+00; beta = 1.237787505514378535954281493012124070e+00; diff = 2.311115933264683023667173531101912782e-33; 788/1000
Check failed for (fp128): alpha = 4.957433207364693730294051258815055180e+00; beta = 1.239358301841173432573512814703763795e+00; diff = 2.311115933264683023667173531101912782e-33; 789/1000
Check failed for (fp128): alpha = 4.969999577979052903247901832348173752e+00; beta = 1.242499894494763225811975458087043438e+00; diff = 7.703719777548943412223911770339709274e-34; 791/1000
Check failed for (fp128): alpha = 4.976282763286232489724827119114732653e+00; beta = 1.244070690821558122431206779778683163e+00; diff = 7.703719777548943412223911770339709274e-34; 792/1000
Check failed for (fp128): alpha = 4.988849133900591662678677692647850455e+00; beta = 1.247212283475147915669669423161962614e+00; diff = 7.703719777548943412223911770339709274e-34; 794/1000
Check failed for (fp128): alpha = 5.001415504514950835632528266180968256e+00; beta = 1.250353876128737708908132066545242064e+00; diff = 7.703719777548943412223911770339709274e-34; 796/1000
Check failed for (fp128): alpha = 5.013981875129310008586378839714086058e+00; beta = 1.253495468782327502146594709928521515e+00; diff = 1.540743955509788682444782354067941855e-33; 798/1000
Check failed for (fp128): alpha = 5.020265060436489595063304126480644959e+00; beta = 1.255066265109122398765826031620161240e+00; diff = 7.703719777548943412223911770339709274e-34; 799/1000
Check failed for (fp128): alpha = 5.026548245743669181540229413247204630e+00; beta = 1.256637061435917295385057353311801158e+00; diff = 1.540743955509788682444782354067941855e-33; 800/1000
Check failed for (fp128): alpha = 5.032831431050848768017154700013763531e+00; beta = 1.258207857762712192004288675003440883e+00; diff = 7.703719777548943412223911770339709274e-34; 801/1000
Check failed for (fp128): alpha = 5.039114616358028354494079986780322432e+00; beta = 1.259778654089507088623519996695080608e+00; diff = 1.540743955509788682444782354067941855e-33; 802/1000
Check failed for (fp128): alpha = 5.045397801665207940971005273546881333e+00; beta = 1.261349450416301985242751318386720333e+00; diff = 1.540743955509788682444782354067941855e-33; 803/1000
Check failed for (fp128): alpha = 5.051680986972387527447930560313440233e+00; beta = 1.262920246743096881861982640078360058e+00; diff = 3.081487911019577364889564708135883710e-33; 804/1000
Check failed for (fp128): alpha = 5.057964172279567113924855847079999905e+00; beta = 1.264491043069891778481213961769999976e+00; diff = 7.703719777548943412223911770339709274e-34; 805/1000
Check failed for (fp128): alpha = 5.064247357586746700401781133846558805e+00; beta = 1.266061839396686675100445283461639701e+00; diff = 7.703719777548943412223911770339709274e-34; 806/1000
Check failed for (fp128): alpha = 5.070530542893926286878706420613117706e+00; beta = 1.267632635723481571719676605153279427e+00; diff = 7.703719777548943412223911770339709274e-34; 807/1000
Check failed for (fp128): alpha = 5.083096913508285459832556994146235508e+00; beta = 1.270774228377071364958139248536558877e+00; diff = 7.703719777548943412223911770339709274e-34; 809/1000
Check failed for (fp128): alpha = 5.089380098815465046309482280912795179e+00; beta = 1.272345024703866261577370570228198795e+00; diff = 1.540743955509788682444782354067941855e-33; 810/1000
Check failed for (fp128): alpha = 5.095663284122644632786407567679354080e+00; beta = 1.273915821030661158196601891919838520e+00; diff = 7.703719777548943412223911770339709274e-34; 811/1000
Check failed for (fp128): alpha = 5.101946469429824219263332854445912981e+00; beta = 1.275486617357456054815833213611478245e+00; diff = 2.311115933264683023667173531101912782e-33; 812/1000
Check failed for (fp128): alpha = 5.108229654737003805740258141212471111e+00; beta = 1.277057413684250951435064535303117778e+00; diff = 7.703719777548943412223911770339709274e-34; 813/1000
Check failed for (fp128): alpha = 5.114512840044183392217183427979030012e+00; beta = 1.278628210011045848054295856994757503e+00; diff = 7.703719777548943412223911770339709274e-34; 814/1000
Check failed for (fp128): alpha = 5.120796025351362978694108714745588913e+00; beta = 1.280199006337840744673527178686397228e+00; diff = 7.703719777548943412223911770339709274e-34; 815/1000
Check failed for (fp128): alpha = 5.127079210658542565171034001512148584e+00; beta = 1.281769802664635641292758500378037146e+00; diff = 1.540743955509788682444782354067941855e-33; 816/1000
Check failed for (fp128): alpha = 5.133362395965722151647959288278707485e+00; beta = 1.283340598991430537911989822069676871e+00; diff = 7.703719777548943412223911770339709274e-34; 817/1000
Check failed for (fp128): alpha = 5.139645581272901738124884575045266386e+00; beta = 1.284911395318225434531221143761316596e+00; diff = 7.703719777548943412223911770339709274e-34; 818/1000
Check failed for (fp128): alpha = 5.145928766580081324601809861811825286e+00; beta = 1.286482191645020331150452465452956322e+00; diff = 7.703719777548943412223911770339709274e-34; 819/1000
Check failed for (fp128): alpha = 5.152211951887260911078735148578384187e+00; beta = 1.288052987971815227769683787144596047e+00; diff = 1.540743955509788682444782354067941855e-33; 820/1000
Check failed for (fp128): alpha = 5.158495137194440497555660435344943858e+00; beta = 1.289623784298610124388915108836235965e+00; diff = 7.703719777548943412223911770339709274e-34; 821/1000
Check failed for (fp128): alpha = 5.164778322501620084032585722111502759e+00; beta = 1.291194580625405021008146430527875690e+00; diff = 7.703719777548943412223911770339709274e-34; 822/1000
Check failed for (fp128): alpha = 5.183627878423158843463361582411179462e+00; beta = 1.295906969605789710865840395602794865e+00; diff = 7.703719777548943412223911770339709274e-34; 825/1000
Check failed for (fp128): alpha = 5.189911063730338429940286869177739133e+00; beta = 1.297477765932584607485071717294434783e+00; diff = 2.311115933264683023667173531101912782e-33; 826/1000
Check failed for (fp128): alpha = 5.202477434344697602894137442710856935e+00; beta = 1.300619358586174400723534360677714234e+00; diff = 7.703719777548943412223911770339709274e-34; 828/1000
Check failed for (fp128): alpha = 5.208760619651877189371062729477415835e+00; beta = 1.302190154912969297342765682369353959e+00; diff = 1.540743955509788682444782354067941855e-33; 829/1000
Check failed for (fp128): alpha = 5.215043804959056775847988016243974736e+00; beta = 1.303760951239764193961997004060993684e+00; diff = 2.311115933264683023667173531101912782e-33; 830/1000
Check failed for (fp128): alpha = 5.221326990266236362324913303010533637e+00; beta = 1.305331747566559090581228325752633409e+00; diff = 7.703719777548943412223911770339709274e-34; 831/1000
Check failed for (fp128): alpha = 5.227610175573415948801838589777092538e+00; beta = 1.306902543893353987200459647444273134e+00; diff = 7.703719777548943412223911770339709274e-34; 832/1000
Check failed for (fp128): alpha = 5.233893360880595535278763876543651439e+00; beta = 1.308473340220148883819690969135912860e+00; diff = 7.703719777548943412223911770339709274e-34; 833/1000
Check failed for (fp128): alpha = 5.240176546187775121755689163310210340e+00; beta = 1.310044136546943780438922290827552585e+00; diff = 1.540743955509788682444782354067941855e-33; 834/1000
Check failed for (fp128): alpha = 5.246459731494954708232614450076769240e+00; beta = 1.311614932873738677058153612519192310e+00; diff = 7.703719777548943412223911770339709274e-34; 835/1000
Check failed for (fp128): alpha = 5.252742916802134294709539736843328912e+00; beta = 1.313185729200533573677384934210832228e+00; diff = 7.703719777548943412223911770339709274e-34; 836/1000
Check failed for (fp128): alpha = 5.259026102109313881186465023609887812e+00; beta = 1.314756525527328470296616255902471953e+00; diff = 7.703719777548943412223911770339709274e-34; 837/1000
Check failed for (fp128): alpha = 5.277875658030852640617240883909564515e+00; beta = 1.319468914507713160154310220977391129e+00; diff = 7.703719777548943412223911770339709274e-34; 840/1000
Check failed for (fp128): alpha = 5.290442028645211813571091457442683087e+00; beta = 1.322610507161302953392772864360670772e+00; diff = 7.703719777548943412223911770339709274e-34; 842/1000
Check failed for (fp128): alpha = 5.296725213952391400048016744209241988e+00; beta = 1.324181303488097850012004186052310497e+00; diff = 1.540743955509788682444782354067941855e-33; 843/1000
Check failed for (fp128): alpha = 5.303008399259570986524942030975800889e+00; beta = 1.325752099814892746631235507743950222e+00; diff = 7.703719777548943412223911770339709274e-34; 844/1000
Check failed for (fp128): alpha = 5.309291584566750573001867317742359789e+00; beta = 1.327322896141687643250466829435589947e+00; diff = 1.540743955509788682444782354067941855e-33; 845/1000
Check failed for (fp128): alpha = 5.315574769873930159478792604508918690e+00; beta = 1.328893692468482539869698151127229673e+00; diff = 1.540743955509788682444782354067941855e-33; 846/1000
Check failed for (fp128): alpha = 5.321857955181109745955717891275477591e+00; beta = 1.330464488795277436488929472818869398e+00; diff = 7.703719777548943412223911770339709274e-34; 847/1000
Check failed for (fp128): alpha = 5.340707511102648505386493751575154293e+00; beta = 1.335176877775662126346623437893788573e+00; diff = 1.540743955509788682444782354067941855e-33; 850/1000
Check failed for (fp128): alpha = 5.359557067024187264817269611874831766e+00; beta = 1.339889266756046816204317402968707942e+00; diff = 2.311115933264683023667173531101912782e-33; 853/1000
Check failed for (fp128): alpha = 5.372123437638546437771120185407949568e+00; beta = 1.343030859409636609442780046351987392e+00; diff = 2.311115933264683023667173531101912782e-33; 855/1000
Check failed for (fp128): alpha = 5.378406622945726024248045472174508469e+00; beta = 1.344601655736431506062011368043627117e+00; diff = 7.703719777548943412223911770339709274e-34; 856/1000
Check failed for (fp128): alpha = 5.384689808252905610724970758941068140e+00; beta = 1.346172452063226402681242689735267035e+00; diff = 7.703719777548943412223911770339709274e-34; 857/1000
Check failed for (fp128): alpha = 5.390972993560085197201896045707627041e+00; beta = 1.347743248390021299300474011426906760e+00; diff = 7.703719777548943412223911770339709274e-34; 858/1000
Check failed for (fp128): alpha = 5.397256178867264783678821332474185942e+00; beta = 1.349314044716816195919705333118546485e+00; diff = 1.540743955509788682444782354067941855e-33; 859/1000
Check failed for (fp128): alpha = 5.403539364174444370155746619240744842e+00; beta = 1.350884841043611092538936654810186211e+00; diff = 7.703719777548943412223911770339709274e-34; 860/1000
Check failed for (fp128): alpha = 5.416105734788803543109597192773863414e+00; beta = 1.354026433697200885777399298193465854e+00; diff = 1.540743955509788682444782354067941855e-33; 862/1000
Check failed for (fp128): alpha = 5.428672105403162716063447766306981216e+00; beta = 1.357168026350790679015861941576745304e+00; diff = 2.311115933264683023667173531101912782e-33; 864/1000
Check failed for (fp128): alpha = 5.441238476017521889017298339840099018e+00; beta = 1.360309619004380472254324584960024754e+00; diff = 1.540743955509788682444782354067941855e-33; 866/1000
Check failed for (fp128): alpha = 5.447521661324701475494223626606657919e+00; beta = 1.361880415331175368873555906651664480e+00; diff = 7.703719777548943412223911770339709274e-34; 867/1000
Check failed for (fp128): alpha = 5.453804846631881061971148913373216819e+00; beta = 1.363451211657970265492787228343304205e+00; diff = 7.703719777548943412223911770339709274e-34; 868/1000
Check failed for (fp128): alpha = 5.466371217246240234924999486906334621e+00; beta = 1.366592804311560058731249871726583655e+00; diff = 2.311115933264683023667173531101912782e-33; 870/1000
